id,id_mapper,chapter,kapitelbezeichnung,bezeichnung,finaler_beschluss,snomed_code,descriptor,equ_jens,equ_mareike,equi_final,finales_konzept,agreement,map,kapitel
182,9f6,04-02,04 Wundstatus,Wundbelag,Wundbelag,1191000124107,Wound bed appearance (observable entity),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
182,605,04-02,04 Wundstatus,Wundbelag,Wundbelag,425094009,Depth of wound (observable entity),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
182,83f,04-02,04 Wundstatus,Wundbelag,Wundbelag,1191000124107,Wound bed appearance (observable entity),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
183,83f,04-03,04 Wundstatus,Wundgrund,1 „Sehne“,13024002,Tendon structure (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
183,9f6,04-03,04 Wundstatus,Wundgrund,1 „Sehne“,13024002,Tendon structure (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
183,605,04-03,04 Wundstatus,Wundgrund,1 „Sehne“,13024002,Tendon structure (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
184,605,04-03,04 Wundstatus,Wundgrund,2 „Knochen“,272673000,Bone structure (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
184,83f,04-03,04 Wundstatus,Wundgrund,2 „Knochen“,272673000,Bone structure (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
184,9f6,04-03,04 Wundstatus,Wundgrund,2 „Knochen“,125643001,Open wound (disorder),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
185,605,04-03,04 Wundstatus,Wundgrund,3 „Muskel“,71616004,Skeletal and/or smooth muscle structure (body structure),"Equivalence of meaning, but with synonymy.",Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,1,FALSE,1,04
185,83f,04-03,04 Wundstatus,Wundgrund,3 „Muskel“,71616004,Skeletal and/or smooth muscle structure (body structure),"Equivalence of meaning, but with synonymy.",Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,1,FALSE,1,04
185,9f6,04-03,04 Wundstatus,Wundgrund,3 „Muskel“,125643001,Open wound (disorder),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
186,9f6,04-03,04 Wundstatus,Wundgrund,4 „Fettgewebe“,55603005,Adipose tissue (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
186,605,04-03,04 Wundstatus,Wundgrund,4 „Fettgewebe“,55603005,Adipose tissue (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
186,83f,04-03,04 Wundstatus,Wundgrund,4 „Fettgewebe“,55603005,Adipose tissue (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
187,605,04-03,04 Wundstatus,Wundgrund,5 „Dermis“,53534000,Dermis structure (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
187,83f,04-03,04 Wundstatus,Wundgrund,5 „Dermis“,53534000,Dermis structure (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
187,9f6,04-03,04 Wundstatus,Wundgrund,5 „Dermis“,53534000,Dermis structure (body structure),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
188,9f6,04-03,04 Wundstatus,Wundgrund,Wundgrund,1191000124107,Wound bed appearance (observable entity),"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",2,FALSE,1,04
188,605,04-03,04 Wundstatus,Wundgrund,Wundgrund,441390007,Surface area of ulcer (observable entity),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,04
188,83f,04-03,04 Wundstatus,Wundgrund,Wundgrund,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
189,605,04-04,04 Wundstatus,Granulation,0 „keine“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
189,9f6,04-04,04 Wundstatus,Granulation,0 „keine“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
189,83f,04-04,04 Wundstatus,Granulation,0 „keine“,260413007,None (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
190,9f6,04-04,04 Wundstatus,Granulation,1 „teilweise“,225541009,Granulation of tissue (finding),Source concept is narrower and has a more specific meaning than the target concept,No map is possible,No map is possible,2,FALSE,1,04
190,605,04-04,04 Wundstatus,Granulation,1 „teilweise“,225541009,Granulation of tissue (finding),Source concept is narrower and has a more specific meaning than the target concept,No map is possible,No map is possible,2,FALSE,1,04
190,83f,04-04,04 Wundstatus,Granulation,1 „teilweise“,255609007,Granulation of skin (finding),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
191,9f6,04-04,04 Wundstatus,Granulation,2 „komplett“,225541009,Granulation of tissue (finding),Source concept is narrower and has a more specific meaning than the target concept,No map is possible,No map is possible,2,FALSE,1,04
191,83f,04-04,04 Wundstatus,Granulation,2 „komplett“,255609007,Granulation of skin (finding),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
191,605,04-04,04 Wundstatus,Granulation,2 „komplett“,225541009,Granulation of tissue (finding),Source concept is narrower and has a more specific meaning than the target concept,No map is possible,No map is possible,2,FALSE,1,04
192,605,04-04,04 Wundstatus,Granulation,Granulation,449743005,Wound epithelialization (finding),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
192,9f6,04-04,04 Wundstatus,Granulation,Granulation,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
192,83f,04-04,04 Wundstatus,Granulation,Granulation,406214003,Wound healing status (observable entity),Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,1,TRUE,1,04
193,9f6,04-05,04 Wundstatus,Epithelisierung,0 „keine“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
193,83f,04-05,04 Wundstatus,Epithelisierung,0 „keine“,260413007,None (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
193,605,04-05,04 Wundstatus,Epithelisierung,0 „keine“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
194,605,04-05,04 Wundstatus,Epithelisierung,1 „teilweise“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
194,9f6,04-05,04 Wundstatus,Epithelisierung,1 „teilweise“,449743005,Wound epithelialization (finding),Source concept is narrower and has a more specific meaning than the target concept,No map is possible,No map is possible,2,FALSE,1,04
194,83f,04-05,04 Wundstatus,Epithelisierung,1 „teilweise“,449743005,Wound epithelialization (finding),Source concept is narrower and has a more specific meaning than the target concept,No map is possible,No map is possible,2,FALSE,1,04
195,83f,04-05,04 Wundstatus,Epithelisierung,2 „komplett“,449743005,Wound epithelialization (finding),Source concept is narrower and has a more specific meaning than the target concept,No map is possible,No map is possible,2,FALSE,1,04
195,605,04-05,04 Wundstatus,Epithelisierung,2 „komplett“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
195,9f6,04-05,04 Wundstatus,Epithelisierung,2 „komplett“,449743005,Wound epithelialization (finding),Source concept is narrower and has a more specific meaning than the target concept,No map is possible,No map is possible,2,FALSE,1,04
196,83f,04-05,04 Wundstatus,Epithelisierung,Epithelisierung,406214003,Wound healing status (observable entity),Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,2,TRUE,1,04
196,605,04-05,04 Wundstatus,Epithelisierung,Epithelisierung,260413007,Wound epithelialization (finding),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",Source concept is narrower and has a more specific meaning than the target concept,2,TRUE,1,04
196,9f6,04-05,04 Wundstatus,Epithelisierung,Epithelisierung,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
197,605,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),0 „kein“,260413007,None (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
197,83f,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),0 „kein“,260413007,None (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
197,9f6,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),0 „kein“,272519000,Absence findings (qualifier value),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",2,TRUE,1,04
198,83f,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),1 „mäßig“,255508009,Medium (qualifier value),"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
198,605,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),1 „mäßig“,255508009,Medium (qualifier value),"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
198,9f6,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),1 „mäßig“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
199,605,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),2 „viel“,255509001,Large (qualifier value),"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
199,9f6,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),2 „viel“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
199,83f,04-06,04 Wundstatus,Exsudatmenge (exakte Dokumentation derzeit nicht möglich),2 „viel“,255509001,Large (qualifier value),"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
200,605,04-06,04 Wundstatus,Exsudatmenge,Exsudatmenge,441281002,Amount of exudate (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
200,83f,04-06,04 Wundstatus,Exsudatmenge,Exsudatmenge,42142007,Exudate (morphologic abnormality),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
200,9f6,04-06,04 Wundstatus,Exsudatmenge,Exsudatmenge,441281002,Amount of exudate (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
201,9f6,04-07,04 Wundstatus,Beschaffenheit des Exsudats,1 „klar“,263707001,Clear (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
201,83f,04-07,04 Wundstatus,Beschaffenheit des Exsudats,1 „klar“,228051000,Clear fluid (substance),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",2,TRUE,1,04
201,605,04-07,04 Wundstatus,Beschaffenheit des Exsudats,1 „klar“,263707001,Clear (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
202,9f6,04-07,04 Wundstatus,Beschaffenheit des Exsudats,2 „blutig“,423998007,Finding of color of blood (finding),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
202,83f,04-07,04 Wundstatus,Beschaffenheit des Exsudats,2 „blutig“,449762008,Sanguineous discharge from wound (finding),"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
202,605,04-07,04 Wundstatus,Beschaffenheit des Exsudats,2 „blutig“,449762008,Sanguineous discharge from wound (finding),"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
203,83f,04-07,04 Wundstatus,Beschaffenheit des Exsudats,3 grün,54662009,Green color (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
203,605,04-07,04 Wundstatus,Beschaffenheit des Exsudats,3 grün,54662009,Green color (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
203,9f6,04-07,04 Wundstatus,Beschaffenheit des Exsudats,3 grün,371246006,Green color (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",2,TRUE,1,04
204,605,04-07,04 Wundstatus,Beschaffenheit des Exsudats,4 braun,57382009,Brownish red color (finding),Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.",Source concept is narrower and has a more specific meaning than the target concept,2,FALSE,1,04
204,83f,04-07,04 Wundstatus,Beschaffenheit des Exsudats,4 braun,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
204,9f6,04-07,04 Wundstatus,Beschaffenheit des Exsudats,4 braun,371254008,Brown color (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
205,605,04-07,04 Wundstatus,Beschaffenheit des Exsudats,5 gelb,90998002,Yellow color (finding),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",2,TRUE,1,04
205,9f6,04-07,04 Wundstatus,Beschaffenheit des Exsudats,5 gelb,371244009,Yellow color (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
205,83f,04-07,04 Wundstatus,Beschaffenheit des Exsudats,5 gelb,90998002,Yellow color (finding),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",2,TRUE,1,04
206,605,04-07,04 Wundstatus,Beschaffenheit des Exsudats,Beschaffenheit des Exsudats,441280001,Color of exudate (observable entity),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,04
206,83f,04-07,04 Wundstatus,Beschaffenheit des Exsudats,Beschaffenheit des Exsudats,441280001,Color of exudate (observable entity),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,04
206,9f6,04-07,04 Wundstatus,Beschaffenheit des Exsudats,Beschaffenheit des Exsudats,239164002,Wound discharge (finding),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",2,TRUE,1,04
207,605,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Breite,401239006,Width of wound (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
207,83f,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Breite,401239006,Width of wound (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
207,9f6,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Breite,401239006,Width of wound (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
208,9f6,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Fläche,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
208,83f,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Fläche,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
208,605,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Fläche,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
209,9f6,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Länge,401238003,Length of wound (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
209,605,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Länge,401238003,Length of wound (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
209,83f,04-08,04 Wundstatus,Wundgröße (0) = Abheilung,Länge,401238003,Length of wound (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
210,605,04-08,04 Wundstatus,Wundgröße,Wundgröße,401239006,no map,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
210,83f,04-08,04 Wundstatus,Wundgröße,Wundgröße,401239006,no map,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
210,9f6,04-08,04 Wundstatus,Wundgröße,Wundgröße,401239006,no map,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
211,605,04-09,04 Wundstatus,Abheilungsstatus,1 „geheilt“,162867003,On examination - Wound healed (finding),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",2,TRUE,1,04
211,9f6,04-09,04 Wundstatus,Abheilungsstatus,1 „geheilt“,298006005,Wound healed (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
211,83f,04-09,04 Wundstatus,Abheilungsstatus,1 „geheilt“,298006005,Wound healed (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
212,83f,04-09,04 Wundstatus,Abheilungsstatus,2 „verbessert“,3442003,Better (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",2,TRUE,1,04
212,9f6,04-09,04 Wundstatus,Abheilungsstatus,2 „verbessert“,390771008,Improvement of status (qualifier value),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,TRUE,1,04
212,605,04-09,04 Wundstatus,Abheilungsstatus,2 „verbessert“,298006005,Wound healed (finding),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
213,9f6,04-09,04 Wundstatus,Abheilungsstatus,3 „unverändert“,260388006,No status change (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
213,605,04-09,04 Wundstatus,Abheilungsstatus,3 „unverändert“,260388006,No status change (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
213,83f,04-09,04 Wundstatus,Abheilungsstatus,3 „unverändert“,260388006,No status change (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
214,83f,04-09,04 Wundstatus,Abheilungsstatus,4 „verschlechtert“,103681003,Impaired tissue repair (morphologic abnormality),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
214,9f6,04-09,04 Wundstatus,Abheilungsstatus,4 „verschlechtert“,390772001,Deterioration of status (qualifier value),"Equivalence of meaning, but with synonymy.","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
214,605,04-09,04 Wundstatus,Abheilungsstatus,4 „verschlechtert“,410661009,Exacerbated (qualifier value),"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",2,TRUE,1,04
215,605,04-09,04 Wundstatus,Abheilungsstatus,Abheilungsstatus,406214003,Wound healing status (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
215,9f6,04-09,04 Wundstatus,Abheilungsstatus,Abheilungsstatus,406214003,Wound healing status (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
215,83f,04-09,04 Wundstatus,Abheilungsstatus,Abheilungsstatus,406214003,Wound healing status (observable entity),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
216,605,04-10,04 Wundstatus,Wundrand/ Hautumgebung,1 „reizlos“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
216,83f,04-10,04 Wundstatus,Wundrand/ Hautumgebung,1 „reizlos“,444884003,Wound edge diffuse (finding),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
216,9f6,04-10,04 Wundstatus,Wundrand/ Hautumgebung,1 „reizlos“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
217,83f,04-10,04 Wundstatus,Wundrand/ Hautumgebung,2 „gerötet“,164424003,On examination - skin red (finding),Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
217,9f6,04-10,04 Wundstatus,Wundrand/ Hautumgebung,2 „gerötet“,239163008,Wound erythema (finding),No map is possible,"Equivalence of meaning, but with synonymy.",No map is possible,2,FALSE,1,04
217,605,04-10,04 Wundstatus,Wundrand/ Hautumgebung,2 „gerötet“,164424003,On examination - skin red (finding),Source concept is narrower and has a more specific meaning than the target concept,"Equivalence of meaning, but with synonymy.","Equivalence of meaning, but with synonymy.",1,FALSE,1,04
218,83f,04-10,04 Wundstatus,Wundrand/ Hautumgebung,3 „ödematös“,95322002,Edematous skin (disorder),No map is possible,"Equivalence of meaning; lexical, as well as conceptual",No map is possible,2,FALSE,1,04
218,9f6,04-10,04 Wundstatus,Wundrand/ Hautumgebung,3 „ödematös“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
218,605,04-10,04 Wundstatus,Wundrand/ Hautumgebung,3 „ödematös“,79654002,Edema (morphologic abnormality),Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,2,TRUE,1,04
219,83f,04-10,04 Wundstatus,Wundrand/ Hautumgebung,4 „mazeriert“,3644009,Macerated skin (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
219,605,04-10,04 Wundstatus,Wundrand/ Hautumgebung,4 „mazeriert“,3644009,Macerated skin (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
219,9f6,04-10,04 Wundstatus,Wundrand/ Hautumgebung,4 „mazeriert“,449749009,Wound edge diffuse (finding),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
220,9f6,04-10,04 Wundstatus,Wundrand/ Hautumgebung,5 „livide“,304229000,Blue skin (finding),No map is possible,"Equivalence of meaning, but with synonymy.",No map is possible,2,FALSE,1,04
220,83f,04-10,04 Wundstatus,Wundrand/ Hautumgebung,5 „livide“,13423002,Lividity (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
220,605,04-10,04 Wundstatus,Wundrand/ Hautumgebung,5 „livide“,13423002,Lividity (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
221,605,04-10,04 Wundstatus,Wundrand/ Hautumgebung,6 „nekrotisch“,239157004,Wound edge necrosis (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
221,9f6,04-10,04 Wundstatus,Wundrand/ Hautumgebung,6 „nekrotisch“,239157004,Wound edge necrosis (finding),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
221,83f,04-10,04 Wundstatus,Wundrand/ Hautumgebung,6 „nekrotisch“,6574001,Necrosis (morphologic abnormality),"Equivalence of meaning, but with synonymy.",Source concept is narrower and has a more specific meaning than the target concept,Source concept is narrower and has a more specific meaning than the target concept,2,FALSE,1,04
222,9f6,04-10,04 Wundstatus,Wundrand/ Hautumgebung,7 „hyperkeratotisch“,255424008,Hyperkeratotic (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
222,83f,04-10,04 Wundstatus,Wundrand/ Hautumgebung,7 „hyperkeratotisch“,255424008,Hyperkeratotic (qualifier value),"Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual","Equivalence of meaning; lexical, as well as conceptual",1,TRUE,1,04
222,605,04-10,04 Wundstatus,Wundrand/ Hautumgebung,7 „hyperkeratotisch“,271761007,Scaly skin (finding),No map is possible,"Equivalence of meaning; lexical, as well as conceptual",No map is possible,2,FALSE,1,04
223,9f6,04-10,04 Wundstatus,Wundrand/ Hautumgebung,7 „schuppend“,no map,NA,No map is possible,No map is possible,No map is possible,2,TRUE,1,04
223,83f,04-10,04 Wundstatus,Wundrand/ Hautumgebung,7 „schuppend“,271767006,Peeling of skin (finding),No map is possible,No map is possible,No map is possible,2,TRUE,1,04
